embedding_id,source_type,source_id,text_chunk,chunk_index,token_count,model,vector_dim,created_at
EMB000222,doctor,DOC00207,"Dr. Dr. Rohit Menon, Surgical Oncologist at Oncology. Qualification: MBBS, DNB. Experience: 18 years. Consultation fee: ₹1000. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000223,doctor,DOC00208,"Dr. Dr. Nisha Menon, Radiation Oncologist at Oncology. Qualification: MBBS, MD. Experience: 11 years. Consultation fee: ₹1500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000224,doctor,DOC00209,"Dr. Dr. Kiran Hegde, Radiation Oncologist at Oncology. Qualification: MBBS, MS. Experience: 10 years. Consultation fee: ₹400. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000225,doctor,DOC00210,"Dr. Dr. Pooja Nair, Radiation Oncologist at Oncology. Qualification: MBBS, DNB. Experience: 12 years. Consultation fee: ₹300. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000226,doctor,DOC00211,"Dr. Dr. Kavita Hegde, Medical Oncologist at Oncology. Qualification: MBBS, DM. Experience: 9 years. Consultation fee: ₹600. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000227,doctor,DOC00212,"Dr. Dr. Anita Das, Medical Oncologist at Oncology. Qualification: MBBS, MCh. Experience: 26 years. Consultation fee: ₹300. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000228,doctor,DOC00213,"Dr. Dr. Nisha Sharma, Dermatology Specialist at Dermatology. Qualification: MBBS, MD. Experience: 27 years. Consultation fee: ₹1500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000229,doctor,DOC00214,"Dr. Dr. Rajesh Joshi, Dermatology Specialist at Dermatology. Qualification: MBBS, MS. Experience: 5 years. Consultation fee: ₹400. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000230,doctor,DOC00215,"Dr. Dr. Rohit Rao, Interventional Cardiologist at Cardiology. Qualification: MBBS, DNB. Experience: 19 years. Consultation fee: ₹1000. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000231,doctor,DOC00216,"Dr. Dr. Pooja Singh, Cardiac Electrophysiologist at Cardiology. Qualification: MBBS, MCh. Experience: 29 years. Consultation fee: ₹800. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000232,doctor,DOC00217,"Dr. Dr. Anita Hegde, Heart Failure Specialist at Cardiology. Qualification: MBBS, DNB. Experience: 4 years. Consultation fee: ₹300. Available: Tue,Thu,Sat.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000233,doctor,DOC00218,"Dr. Dr. Arun Sharma, Cardiac Electrophysiologist at Cardiology. Qualification: MBBS, MD. Experience: 23 years. Consultation fee: ₹400. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000234,doctor,DOC00219,"Dr. Dr. Suresh Patel, Interventional Cardiologist at Cardiology. Qualification: MBBS, DNB. Experience: 4 years. Consultation fee: ₹1200. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000235,doctor,DOC00220,"Dr. Dr. Rajesh Hegde, Consultant Nephrology at Nephrology. Qualification: MBBS, MS. Experience: 7 years. Consultation fee: ₹400. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000236,doctor,DOC00221,"Dr. Dr. Vikram Joshi, Nephrology Specialist at Nephrology. Qualification: MBBS, MS. Experience: 12 years. Consultation fee: ₹500. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000237,doctor,DOC00222,"Dr. Dr. Priya Singh, Consultant Psychiatry at Psychiatry. Qualification: MBBS, MS. Experience: 24 years. Consultation fee: ₹400. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000238,doctor,DOC00223,"Dr. Dr. Arun Kumar, Consultant Psychiatry at Psychiatry. Qualification: MBBS, MCh. Experience: 7 years. Consultation fee: ₹1200. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000239,doctor,DOC00224,"Dr. Dr. Rohit Patel, Psychiatry Specialist at Psychiatry. Qualification: MBBS, MS. Experience: 4 years. Consultation fee: ₹700. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000240,doctor,DOC00225,"Dr. Dr. Kavita Singh, Psychiatry Specialist at Psychiatry. Qualification: MBBS, DNB. Experience: 25 years. Consultation fee: ₹300. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000241,doctor,DOC00226,"Dr. Dr. Meena Verma, Psychiatry Specialist at Psychiatry. Qualification: MBBS, MCh. Experience: 27 years. Consultation fee: ₹700. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000242,doctor,DOC00227,"Dr. Dr. Arjun Menon, Heart Failure Specialist at Cardiology. Qualification: MBBS, MD. Experience: 7 years. Consultation fee: ₹400. Available: Mon-Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000243,doctor,DOC00228,"Dr. Dr. Meena Nair, Cardiac Electrophysiologist at Cardiology. Qualification: MBBS, MS. Experience: 9 years. Consultation fee: ₹700. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000244,doctor,DOC00229,"Dr. Dr. Rajesh Menon, Consultant ENT at ENT. Qualification: MBBS, MCh. Experience: 5 years. Consultation fee: ₹700. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000245,doctor,DOC00230,"Dr. Dr. Priya Joshi, Consultant ENT at ENT. Qualification: MBBS, MCh. Experience: 5 years. Consultation fee: ₹1500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000246,doctor,DOC00231,"Dr. Dr. Meena Nair, ENT Specialist at ENT. Qualification: MBBS, MCh. Experience: 10 years. Consultation fee: ₹1000. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000247,doctor,DOC00232,"Dr. Dr. Sunita Singh, ENT Specialist at ENT. Qualification: MBBS, MS. Experience: 6 years. Consultation fee: ₹1200. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000248,doctor,DOC00233,"Dr. Dr. Pooja Bhat, ENT Specialist at ENT. Qualification: MBBS, MCh. Experience: 17 years. Consultation fee: ₹1000. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000249,doctor,DOC00234,"Dr. Dr. Ravi Kumar, Consultant ENT at ENT. Qualification: MBBS, DNB. Experience: 3 years. Consultation fee: ₹1500. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000250,doctor,DOC00235,"Dr. Dr. Kavita Patel, Stroke Specialist at Neurology. Qualification: MBBS, MD. Experience: 9 years. Consultation fee: ₹400. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000251,doctor,DOC00236,"Dr. Dr. Priya Hegde, Movement Disorder Specialist at Neurology. Qualification: MBBS, MD. Experience: 9 years. Consultation fee: ₹500. Available: Mon-Sat.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000252,doctor,DOC00237,"Dr. Dr. Kiran Iyer, Stroke Specialist at Neurology. Qualification: MBBS, MD. Experience: 10 years. Consultation fee: ₹1000. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000253,doctor,DOC00238,"Dr. Dr. Rohit Menon, Stroke Specialist at Neurology. Qualification: MBBS, DM. Experience: 16 years. Consultation fee: ₹300. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000254,doctor,DOC00239,"Dr. Dr. Rajesh Nair, Emergency Medicine Specialist at Emergency Medicine. Qualification: MBBS, MCh. Experience: 9 years. Consultation fee: ₹700. Available: Tue,Thu,Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000255,doctor,DOC00240,"Dr. Dr. Meena Reddy, Emergency Medicine Specialist at Emergency Medicine. Qualification: MBBS, MD. Experience: 13 years. Consultation fee: ₹1000. Available: Tue,Thu,Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000256,doctor,DOC00241,"Dr. Dr. Ravi Pillai, Consultant Emergency Medicine at Emergency Medicine. Qualification: MBBS, MCh. Experience: 30 years. Consultation fee: ₹300. Available: Mon,Wed,Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000257,doctor,DOC00242,"Dr. Dr. Rajesh Joshi, Consultant Emergency Medicine at Emergency Medicine. Qualification: MBBS, MS. Experience: 12 years. Consultation fee: ₹800. Available: Mon-Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000258,doctor,DOC00243,"Dr. Dr. Suresh Gupta, Consultant Emergency Medicine at Emergency Medicine. Qualification: MBBS, MCh. Experience: 24 years. Consultation fee: ₹1500. Available: Mon-Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000259,doctor,DOC00244,"Dr. Dr. Suresh Bhat, Psychiatry Specialist at Psychiatry. Qualification: MBBS, DNB. Experience: 13 years. Consultation fee: ₹700. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000260,doctor,DOC00245,"Dr. Dr. Arun Rao, Consultant Psychiatry at Psychiatry. Qualification: MBBS, MD. Experience: 21 years. Consultation fee: ₹600. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000261,doctor,DOC00246,"Dr. Dr. Rajesh Sharma, Psychiatry Specialist at Psychiatry. Qualification: MBBS, MS. Experience: 6 years. Consultation fee: ₹300. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000262,doctor,DOC00247,"Dr. Dr. Kavita Menon, Consultant Psychiatry at Psychiatry. Qualification: MBBS, MS. Experience: 12 years. Consultation fee: ₹1000. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000263,doctor,DOC00248,"Dr. Dr. Kavita Kumar, Psychiatry Specialist at Psychiatry. Qualification: MBBS, DM. Experience: 10 years. Consultation fee: ₹800. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000264,doctor,DOC00249,"Dr. Dr. Priya Reddy, Consultant Pulmonology at Pulmonology. Qualification: MBBS, MCh. Experience: 14 years. Consultation fee: ₹1500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000265,doctor,DOC00250,"Dr. Dr. Priya Sharma, Consultant Pulmonology at Pulmonology. Qualification: MBBS, MS. Experience: 20 years. Consultation fee: ₹400. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000266,doctor,DOC00251,"Dr. Dr. Deepa Singh, Obstetrician at Gynecology. Qualification: MBBS, DNB. Experience: 18 years. Consultation fee: ₹800. Available: Mon-Sat.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000267,doctor,DOC00252,"Dr. Dr. Arjun Das, Gynecologic Oncologist at Gynecology. Qualification: MBBS, MS. Experience: 15 years. Consultation fee: ₹1000. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000268,doctor,DOC00253,"Dr. Dr. Sunita Gupta, Reproductive Endocrinologist at Gynecology. Qualification: MBBS, DM. Experience: 23 years. Consultation fee: ₹600. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000269,doctor,DOC00254,"Dr. Dr. Rohit Nair, Plastic Surgery Specialist at Plastic Surgery. Qualification: MBBS, MD. Experience: 14 years. Consultation fee: ₹1200. Available: Mon-Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000270,doctor,DOC00255,"Dr. Dr. Suresh Rao, Consultant Plastic Surgery at Plastic Surgery. Qualification: MBBS, DM. Experience: 4 years. Consultation fee: ₹1000. Available: Mon-Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000271,doctor,DOC00256,"Dr. Dr. Nisha Hegde, Consultant Plastic Surgery at Plastic Surgery. Qualification: MBBS, MS. Experience: 13 years. Consultation fee: ₹400. Available: Mon-Sat.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000272,doctor,DOC00257,"Dr. Dr. Arjun Reddy, Plastic Surgery Specialist at Plastic Surgery. Qualification: MBBS, MD. Experience: 13 years. Consultation fee: ₹700. Available: Mon,Wed,Fri.",0,21,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000273,doctor,DOC00258,"Dr. Dr. Pooja Gupta, Ophthalmology Specialist at Ophthalmology. Qualification: MBBS, DM. Experience: 12 years. Consultation fee: ₹700. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000274,doctor,DOC00259,"Dr. Dr. Rajesh Bhat, Ophthalmology Specialist at Ophthalmology. Qualification: MBBS, MS. Experience: 4 years. Consultation fee: ₹1000. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000275,doctor,DOC00260,"Dr. Dr. Suresh Gupta, Consultant Ophthalmology at Ophthalmology. Qualification: MBBS, MCh. Experience: 8 years. Consultation fee: ₹400. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000276,doctor,DOC00261,"Dr. Dr. Nisha Singh, Consultant Ophthalmology at Ophthalmology. Qualification: MBBS, DNB. Experience: 24 years. Consultation fee: ₹400. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000277,doctor,DOC00262,"Dr. Dr. Kavita Menon, Ophthalmology Specialist at Ophthalmology. Qualification: MBBS, MCh. Experience: 27 years. Consultation fee: ₹600. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000278,doctor,DOC00263,"Dr. Dr. Pooja Joshi, Consultant Urology at Urology. Qualification: MBBS, DM. Experience: 21 years. Consultation fee: ₹1200. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000279,doctor,DOC00264,"Dr. Dr. Arjun Das, Urology Specialist at Urology. Qualification: MBBS, MD. Experience: 28 years. Consultation fee: ₹300. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000280,doctor,DOC00265,"Dr. Dr. Rohit Rao, Urology Specialist at Urology. Qualification: MBBS, DNB. Experience: 15 years. Consultation fee: ₹500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000281,doctor,DOC00266,"Dr. Dr. Deepa Gupta, Urology Specialist at Urology. Qualification: MBBS, DNB. Experience: 21 years. Consultation fee: ₹700. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000282,doctor,DOC00267,"Dr. Dr. Sunita Sharma, Consultant Urology at Urology. Qualification: MBBS, MD. Experience: 23 years. Consultation fee: ₹700. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000283,doctor,DOC00268,"Dr. Dr. Deepa Iyer, Urology Specialist at Urology. Qualification: MBBS, DM. Experience: 24 years. Consultation fee: ₹1000. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000284,doctor,DOC00269,"Dr. Dr. Nisha Iyer, Consultant Nephrology at Nephrology. Qualification: MBBS, DNB. Experience: 29 years. Consultation fee: ₹500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000285,doctor,DOC00270,"Dr. Dr. Pooja Sharma, Consultant Nephrology at Nephrology. Qualification: MBBS, MS. Experience: 6 years. Consultation fee: ₹1000. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000286,doctor,DOC00271,"Dr. Dr. Priya Menon, Nephrology Specialist at Nephrology. Qualification: MBBS, MS. Experience: 7 years. Consultation fee: ₹1500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000287,doctor,DOC00272,"Dr. Dr. Arjun Patel, Rheumatology Specialist at Rheumatology. Qualification: MBBS, MCh. Experience: 14 years. Consultation fee: ₹1500. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000288,doctor,DOC00273,"Dr. Dr. Anita Bhat, Consultant Rheumatology at Rheumatology. Qualification: MBBS, DNB. Experience: 28 years. Consultation fee: ₹300. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000289,doctor,DOC00274,"Dr. Dr. Priya Gupta, Neonatologist at Pediatrics. Qualification: MBBS, MS. Experience: 29 years. Consultation fee: ₹1500. Available: Tue,Thu,Sat.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000290,doctor,DOC00275,"Dr. Dr. Rajesh Rao, General Pediatrician at Pediatrics. Qualification: MBBS, DNB. Experience: 27 years. Consultation fee: ₹500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000291,doctor,DOC00276,"Dr. Dr. Arun Pillai, General Pediatrician at Pediatrics. Qualification: MBBS, DNB. Experience: 4 years. Consultation fee: ₹1500. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000292,doctor,DOC00277,"Dr. Dr. Anita Singh, Consultant Gastroenterology at Gastroenterology. Qualification: MBBS, MS. Experience: 12 years. Consultation fee: ₹1500. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000293,doctor,DOC00278,"Dr. Dr. Nisha Sharma, Consultant Gastroenterology at Gastroenterology. Qualification: MBBS, DNB. Experience: 13 years. Consultation fee: ₹600. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000294,doctor,DOC00279,"Dr. Dr. Arun Kumar, Surgical Oncologist at Oncology. Qualification: MBBS, MD. Experience: 13 years. Consultation fee: ₹1200. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000295,doctor,DOC00280,"Dr. Dr. Deepa Bhat, Medical Oncologist at Oncology. Qualification: MBBS, DM. Experience: 17 years. Consultation fee: ₹1000. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000296,doctor,DOC00281,"Dr. Dr. Kiran Das, Medical Oncologist at Oncology. Qualification: MBBS, DNB. Experience: 7 years. Consultation fee: ₹1000. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000297,doctor,DOC00282,"Dr. Dr. Pooja Bhat, Surgical Oncologist at Oncology. Qualification: MBBS, MS. Experience: 7 years. Consultation fee: ₹700. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000298,doctor,DOC00283,"Dr. Dr. Suresh Nair, Surgical Oncologist at Oncology. Qualification: MBBS, MS. Experience: 20 years. Consultation fee: ₹500. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000299,doctor,DOC00284,"Dr. Dr. Anita Joshi, Surgical Oncologist at Oncology. Qualification: MBBS, DM. Experience: 29 years. Consultation fee: ₹1200. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000300,doctor,DOC00285,"Dr. Dr. Meena Menon, Spine Surgeon at Orthopedics. Qualification: MBBS, DNB. Experience: 19 years. Consultation fee: ₹800. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000301,doctor,DOC00286,"Dr. Dr. Pooja Nair, Sports Medicine Specialist at Orthopedics. Qualification: MBBS, DNB. Experience: 19 years. Consultation fee: ₹300. Available: Mon-Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000302,doctor,DOC00287,"Dr. Dr. Sunita Singh, Joint Replacement Surgeon at Orthopedics. Qualification: MBBS, MCh. Experience: 12 years. Consultation fee: ₹500. Available: Tue,Thu,Sat.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000303,doctor,DOC00288,"Dr. Dr. Rajesh Bhat, Sports Medicine Specialist at Orthopedics. Qualification: MBBS, MCh. Experience: 28 years. Consultation fee: ₹500. Available: Mon-Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000304,doctor,DOC00289,"Dr. Dr. Ravi Reddy, Sports Medicine Specialist at Orthopedics. Qualification: MBBS, MCh. Experience: 25 years. Consultation fee: ₹1500. Available: Mon,Wed,Fri.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000305,doctor,DOC00290,"Dr. Dr. Pooja Sharma, Anesthesiology Specialist at Anesthesiology. Qualification: MBBS, MCh. Experience: 21 years. Consultation fee: ₹500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000306,doctor,DOC00291,"Dr. Dr. Ravi Sharma, Anesthesiology Specialist at Anesthesiology. Qualification: MBBS, MS. Experience: 24 years. Consultation fee: ₹1500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000307,doctor,DOC00292,"Dr. Dr. Sunita Menon, Gastroenterology Specialist at Gastroenterology. Qualification: MBBS, MS. Experience: 25 years. Consultation fee: ₹400. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000308,doctor,DOC00293,"Dr. Dr. Priya Patel, Gastroenterology Specialist at Gastroenterology. Qualification: MBBS, MCh. Experience: 20 years. Consultation fee: ₹1200. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000309,doctor,DOC00294,"Dr. Dr. Anita Gupta, Gastroenterology Specialist at Gastroenterology. Qualification: MBBS, MCh. Experience: 9 years. Consultation fee: ₹500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000310,doctor,DOC00295,"Dr. Dr. Meena Reddy, Gastroenterology Specialist at Gastroenterology. Qualification: MBBS, DM. Experience: 15 years. Consultation fee: ₹1500. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000311,doctor,DOC00296,"Dr. Dr. Deepa Sharma, Consultant Gastroenterology at Gastroenterology. Qualification: MBBS, MCh. Experience: 28 years. Consultation fee: ₹400. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000312,doctor,DOC00297,"Dr. Dr. Arjun Pillai, Consultant ENT at ENT. Qualification: MBBS, DNB. Experience: 23 years. Consultation fee: ₹300. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000313,doctor,DOC00298,"Dr. Dr. Kiran Verma, ENT Specialist at ENT. Qualification: MBBS, MD. Experience: 22 years. Consultation fee: ₹700. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000314,doctor,DOC00299,"Dr. Dr. Priya Nair, Consultant Anesthesiology at Anesthesiology. Qualification: MBBS, DNB. Experience: 21 years. Consultation fee: ₹1500. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000315,doctor,DOC00300,"Dr. Dr. Nisha Bhat, Anesthesiology Specialist at Anesthesiology. Qualification: MBBS, MCh. Experience: 26 years. Consultation fee: ₹1200. Available: Mon,Wed,Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000316,doctor,DOC00301,"Dr. Dr. Deepa Menon, Anesthesiology Specialist at Anesthesiology. Qualification: MBBS, MD. Experience: 14 years. Consultation fee: ₹1000. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000317,doctor,DOC00302,"Dr. Dr. Arjun Gupta, Consultant Anesthesiology at Anesthesiology. Qualification: MBBS, DM. Experience: 19 years. Consultation fee: ₹1200. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000318,doctor,DOC00303,"Dr. Dr. Kavita Singh, Consultant Anesthesiology at Anesthesiology. Qualification: MBBS, MD. Experience: 29 years. Consultation fee: ₹300. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000319,doctor,DOC00304,"Dr. Dr. Pooja Rao, Epileptologist at Neurology. Qualification: MBBS, DM. Experience: 16 years. Consultation fee: ₹400. Available: Mon-Sat.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000320,doctor,DOC00305,"Dr. Dr. Priya Bhat, Movement Disorder Specialist at Neurology. Qualification: MBBS, MS. Experience: 21 years. Consultation fee: ₹1000. Available: Mon-Sat.",0,20,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000321,doctor,DOC00306,"Dr. Dr. Arjun Kumar, Radiation Oncologist at Oncology. Qualification: MBBS, DNB. Experience: 11 years. Consultation fee: ₹1500. Available: Tue,Thu,Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000322,doctor,DOC00307,"Dr. Dr. Sunita Pillai, Surgical Oncologist at Oncology. Qualification: MBBS, DNB. Experience: 29 years. Consultation fee: ₹500. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000323,doctor,DOC00308,"Dr. Dr. Pooja Gupta, Medical Oncologist at Oncology. Qualification: MBBS, DNB. Experience: 10 years. Consultation fee: ₹400. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000324,doctor,DOC00309,"Dr. Dr. Kavita Joshi, Radiation Oncologist at Oncology. Qualification: MBBS, DM. Experience: 26 years. Consultation fee: ₹1200. Available: Mon-Sat.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000325,doctor,DOC00310,"Dr. Dr. Kavita Verma, Neonatologist at Pediatrics. Qualification: MBBS, DM. Experience: 12 years. Consultation fee: ₹700. Available: Mon-Fri.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000326,doctor,DOC00311,"Dr. Dr. Nisha Hegde, Neonatologist at Pediatrics. Qualification: MBBS, DNB. Experience: 17 years. Consultation fee: ₹700. Available: Mon-Fri.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000327,doctor,DOC00312,"Dr. Dr. Rajesh Patel, Neonatologist at Pediatrics. Qualification: MBBS, MCh. Experience: 20 years. Consultation fee: ₹400. Available: Mon-Sat.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000328,doctor,DOC00313,"Dr. Dr. Kavita Gupta, Pediatric Cardiologist at Pediatrics. Qualification: MBBS, MCh. Experience: 27 years. Consultation fee: ₹800. Available: Mon-Fri.",0,19,text-embedding-3-small,1536,2026-06-26 21:06:37
EMB000329,doctor,DOC00314,"Dr. Dr. Vikram Nair, Epileptologist at Neurology. Qualification: MBBS, DNB. Experience: 9 years. Consultation fee: ₹700. Available: Mon-Fri.",0,18,text-embedding-3-small,1536,2026-06-26 21:06:37
